Año;Departamento;Divi_dpto;Municipio;Divi_muni;IRCA Promedio 2019;Categoría
2010;Antioquia;5;Medellín;5001;1.44;Sin riesgo
2010;Antioquia;5;Abejorral;5002;25.44;Medio
2010;Antioquia;5;Abriaquí;5004;16.52;Sin riesgo
2010;Antioquia;5;Alejandría;5021;2.94;Sin riesgo
2010;Antioquia;5;Amagá;5030;35.72;Medio
2010;Antioquia;5;Amalfi;5031;1.07;Bajo
2010;Antioquia;5;Andes;5034;20.16;Medio
2010;Antioquia;5;Angelópolis;5036;16.54;Bajo
2010;Antioquia;5;Angostura;5038;1.56;Bajo
2010;Antioquia;5;Anorí;5040;1.58;Bajo
2010;Antioquia;5;Santafé de Antioquia;5042;1.94;Bajo
2010;Antioquia;5;Anza;5044;35.53;Medio
2010;Antioquia;5;Apartadó;5045;0;Sin información
2010;Antioquia;5;Arboletes;5051;0.73;Bajo
2010;Antioquia;5;Argelia;5055;65.14;Alto
2010;Antioquia;5;Armenia;5059;14.79;Bajo
2010;Antioquia;5;Barbosa;5079;10.79;Bajo
2010;Antioquia;5;Belmira;5086;59.15;Alto
2010;Antioquia;5;Bello;5088;3.22;Bajo
2010;Antioquia;5;Betania;5091;17.49;Bajo
2010;Antioquia;5;Betulia;5093;1.86;Bajo
2010;Antioquia;5;Ciudad Bolívar;5101;6.62;Bajo
2010;Antioquia;5;Briceño;5107;18.15;Bajo
2010;Antioquia;5;Buriticá;5113;6.14;Bajo
2010;Antioquia;5;Cáceres;5120;14.36;Bajo
2010;Antioquia;5;Caicedo;5125;21.29;Medio
2010;Antioquia;5;Caldas;5129;4.21;Bajo
2010;Antioquia;5;Campamento;5134;27.63;Medio
2010;Antioquia;5;Cañasgordas;5138;64.36;Alto
2010;Antioquia;5;Caracolí;5142;15.44;Bajo
2010;Antioquia;5;Caramanta;5145;0.87;Bajo
2010;Antioquia;5;Carepa;5147;24.34;Medio
2010;Antioquia;5;El Carmen de Viboral;5148;6.32;Bajo
2010;Antioquia;5;Carolina;5150;27.26;Medio
2010;Antioquia;5;Caucasia;5154;10.24;Bajo
2010;Antioquia;5;Chigorodó;5172;16.6;Bajo
2010;Antioquia;5;Cisneros;5190;85.43;Alto
2010;Antioquia;5;Cocorná;5197;29.41;Medio
2010;Antioquia;5;Concepción;5206;5.57;Bajo
2010;Antioquia;5;Concordia;5209;26.78;Medio
2010;Antioquia;5;Copacabana;5212;4.65;Bajo
2010;Antioquia;5;Dabeiba;5234;31.92;Medio
2010;Antioquia;5;Don Matías;5237;2.94;Bajo
2010;Antioquia;5;Ebéjico;5240;1.04;Bajo
2010;Antioquia;5;El Bagre;5250;59.36;Alto
2010;Antioquia;5;Entrerrios;5264;4.64;Bajo
2010;Antioquia;5;Envigado;5266;5.67;Bajo
2010;Antioquia;5;Fredonia;5282;53.3;Medio
2010;Antioquia;5;Frontino;5284;55.44;Alto
2010;Antioquia;5;Giraldo;5306;3.79;Bajo
2010;Antioquia;5;Girardota;5308;12.1;Bajo
2010;Antioquia;5;Gómez Plata;5310;2.18;Bajo
2010;Antioquia;5;Granada;5313;1.74;Bajo
2010;Antioquia;5;Guadalupe;5315;1;Bajo
2010;Antioquia;5;Guarne;5318;5.4;Bajo
2010;Antioquia;5;Guatapé;5321;1.43;Bajo
2010;Antioquia;5;Heliconia;5347;1.64;Bajo
2010;Antioquia;5;Hispania;5353;5.42;Bajo
2010;Antioquia;5;Itagui;5360;0.34;Bajo
2010;Antioquia;5;Ituango;5361;23.51;Medio
2010;Antioquia;5;Jardín;5364;0;Sin información
2010;Antioquia;5;Jericó;5368;39.32;Medio
2010;Antioquia;5;La Ceja;5376;13.19;Bajo
2010;Antioquia;5;La Estrella;5380;39.11;Medio
2010;Antioquia;5;La Pintada;5390;70.08;Alto
2010;Antioquia;5;La Unión;5400;33.06;Medio
2010;Antioquia;5;Liborina;5411;4.56;Bajo
2010;Antioquia;5;Maceo;5425;0;Sin información
2010;Antioquia;5;Marinilla;5440;12.09;Bajo
2010;Antioquia;5;Montebello;5467;15.37;Bajo
2010;Antioquia;5;Mutatá;5480;3.35;Bajo
2010;Antioquia;5;Nariño;5483;53.75;Medio
2010;Antioquia;5;Necoclí;5490;6.12;Bajo
2010;Antioquia;5;Nechí;5495;29.74;Medio
2010;Antioquia;5;Olaya;5501;4.76;Bajo
2010;Antioquia;5;Peñol;5541;9.98;Bajo
2010;Antioquia;5;Peque;5543;61.39;Alto
2010;Antioquia;5;Pueblorrico;5576;2.94;Bajo
2010;Antioquia;5;Puerto Berrío;5579;2.7;Bajo
2010;Antioquia;5;Puerto Nare;5585;2.12;Bajo
2010;Antioquia;5;Puerto Triunfo;5591;2.74;Bajo
2010;Antioquia;5;Remedios;5604;25.16;Medio
2010;Antioquia;5;Retiro;5607;3.98;Bajo
2010;Antioquia;5;Rionegro;5615;5.41;Bajo
2010;Antioquia;5;Sabanalarga;5628;43.9;Medio
2010;Antioquia;5;Sabaneta;5631;2.37;Bajo
2010;Antioquia;5;Salgar;5642;5.73;Bajo
2010;Antioquia;5;San Andrés de Cuerquía;5647;9.31;Bajo
2010;Antioquia;5;San Carlos;5649;12.27;Bajo
2010;Antioquia;5;San Francisco;5652;11.75;Bajo
2010;Antioquia;5;San Jerónimo;5656;27.41;Medio
2010;Antioquia;5;San José de La Montaña;5658;14.53;Bajo
2010;Antioquia;5;San Juan de Urabá;5659;50.26;Medio
2010;Antioquia;5;San Luis;5660;26.61;Medio
2010;Antioquia;5;San Pedro;5664;0.23;Bajo
2010;Antioquia;5;San Pedro de Uraba;5665;0.3;Bajo
2010;Antioquia;5;San Rafael;5667;16.14;Bajo
2010;Antioquia;5;San Roque;5670;31.91;Medio
2010;Antioquia;5;San Vicente;5674;0.06;Bajo
2010;Antioquia;5;Santa Bárbara;5679;1.98;Bajo
2010;Antioquia;5;Santa Rosa de Osos;5686;49.53;Medio
2010;Antioquia;5;Santo Domingo;5690;39.2;Medio
2010;Antioquia;5;El Santuario;5697;20.13;Medio
2010;Antioquia;5;Segovia;5736;14.42;Bajo
2010;Antioquia;5;Sonson;5756;1.72;Bajo
2010;Antioquia;5;Sopetrán;5761;0.78;Bajo
2010;Antioquia;5;Támesis;5789;10.13;Bajo
2010;Antioquia;5;Tarazá;5790;12.11;Bajo
2010;Antioquia;5;Tarso;5792;6.71;Bajo
2010;Antioquia;5;Titiribí;5809;1.48;Bajo
2010;Antioquia;5;Toledo;5819;92.71;Alto
2010;Antioquia;5;Turbo;5837;4.25;Bajo
2010;Antioquia;5;Uramita;5842;40.63;Medio
2010;Antioquia;5;Urrao;5847;41.93;Medio
2010;Antioquia;5;Valdivia;5854;20.32;Medio
2010;Antioquia;5;Valparaíso;5856;0.57;Bajo
2010;Antioquia;5;Vegachí;5858;1.21;Bajo
2010;Antioquia;5;Venecia;5861;25.57;Medio
2010;Antioquia;5;Yalí;5885;1.63;Bajo
2010;Antioquia;5;Yarumal;5887;20.53;Medio
2010;Antioquia;5;Yolombó;5890;2.21;Bajo
2010;Antioquia;5;Yondó;5893;34.27;Medio
2010;Antioquia;5;Zaragoza;5895;25.3;Medio
2010;Atlántico;8;Barranquilla;8001;0.78;Bajo
2010;Atlántico;8;Baranoa;8078;1.79;Bajo
2010;Atlántico;8;Campo de La Cruz;8137;40.79;Medio
2010;Atlántico;8;Candelaria;8141;18.54;Bajo
2010;Atlántico;8;Galapa;8296;0.7;Bajo
2010;Atlántico;8;Juan de Acosta;8372;0;Sin información
2010;Atlántico;8;Luruaco;8421;27.77;Medio
2010;Atlántico;8;Malambo;8433;1.46;Bajo
2010;Atlántico;8;Manatí;8436;34.39;Medio
2010;Atlántico;8;Palmar de Varela;8520;4.84;Bajo
2010;Atlántico;8;Piojó;8549;0;Sin información
2010;Atlántico;8;Polonuevo;8558;2.68;Bajo
2010;Atlántico;8;Ponedera;8560;1.38;Bajo
2010;Atlántico;8;Puerto Colombia;8573;0.1;Bajo
2010;Atlántico;8;Repelón;8606;4.64;Bajo
2010;Atlántico;8;Sabanagrande;8634;0;Sin información
2010;Atlántico;8;Sabanalarga;8638;1.29;Bajo
2010;Atlántico;8;Santa Lucía;8675;10.75;Bajo
2010;Atlántico;8;Santo Tomás;8685;1.23;Bajo
2010;Atlántico;8;Soledad;8758;0.62;Bajo
2010;Atlántico;8;Suan;8770;6.45;Bajo
2010;Atlántico;8;Tubará;8832;0;Sin información
2010;Atlántico;8;Usiacurí;8849;0;Sin información
2010;Bogotá, D.C.;11;Bogotá, D.C.;11001;10.17;Bajo
2010;Bolívar;13;Cartagena;13001;0.23;Bajo
2010;Bolívar;13;Achí;13006;29.41;Medio
2010;Bolívar;13;Altos del Rosario;13030;16.12;Bajo
2010;Bolívar;13;Arenal;13042;50.35;Medio
2010;Bolívar;13;Arjona;13052;9.98;Bajo
2010;Bolívar;13;Arroyohondo;13062;40.41;Medio
2010;Bolívar;13;Barranco de Loba;13074;18.62;Bajo
2010;Bolívar;13;Calamar;13140;47.77;Medio
2010;Bolívar;13;Cantagallo;13160;26.68;Medio
2010;Bolívar;13;Cicuco;13188;41.62;Medio
2010;Bolívar;13;Córdoba;13212;17.61;Bajo
2010;Bolívar;13;Clemencia;13222;44.76;Medio
2010;Bolívar;13;El Guamo;13248;37.32;Medio
2010;Bolívar;13;El Peñón;13268;11.62;Bajo
2010;Bolívar;13;Hatillo de Loba;13300;10.75;Bajo
2010;Bolívar;13;Magangué;13430;15.14;Bajo
2010;Bolívar;13;Mahates;13433;28.51;Medio
2010;Bolívar;13;Margarita;13440;72.75;Alto
2010;Bolívar;13;María La Baja;13442;52.47;Medio
2010;Bolívar;13;Montecristo;13458;31.14;Medio
2010;Bolívar;13;Mompós;13468;27.03;Medio
2010;Bolívar;13;Morales;13473;77.1;Alto
2010;Bolívar;13;Norosí;13490;80.3;Alto
2010;Bolívar;13;Pinillos;13549;64.57;Alto
2010;Bolívar;13;Regidor;13580;41.82;Medio
2010;Bolívar;13;Río Viejo;13600;86.23;Alto
2010;Bolívar;13;San Cristóbal;13620;26.66;Medio
2010;Bolívar;13;San Estanislao;13647;33.46;Medio
2010;Bolívar;13;San Fernando;13650;52.95;Medio
2010;Bolívar;13;San Jacinto;13654;64.31;Alto
2010;Bolívar;13;San Jacinto del Cauca;13655;86.45;Alto
2010;Bolívar;13;San Juan Nepomuceno;13657;38.2;Medio
2010;Bolívar;13;San Martín de Loba;13667;35.41;Medio
2010;Bolívar;13;San Pablo;13670;9.95;Bajo
2010;Bolívar;13;Santa Catalina;13673;42.5;Medio
2010;Bolívar;13;Santa Rosa;13683;16.55;Bajo
2010;Bolívar;13;Santa Rosa del Sur;13688;65.8;Alto
2010;Bolívar;13;Simití;13744;42.94;Medio
2010;Bolívar;13;Soplaviento;13760;46.67;Medio
2010;Bolívar;13;Talaigua Nuevo;13780;38.92;Medio
2010;Bolívar;13;Tiquisio;13810;72.94;Alto
2010;Bolívar;13;Turbaco;13836;11.03;Bajo
2010;Bolívar;13;Turbaná;13838;35.05;Medio
2010;Bolívar;13;Villanueva;13873;18.105;Bajo
2010;Bolívar;13;Zambrano;13894;11.54;Bajo
2010;Boyacá;15;Tunja;15001;23;Medio
2010;Boyacá;15;Almeida;15022;6.78;Bajo
2010;Boyacá;15;Aquitania;15047;3.35;Bajo
2010;Boyacá;15;Arcabuco;15051;24.14;Medio
2010;Boyacá;15;Belén;15087;24.43;Medio
2010;Boyacá;15;Berbeo;15090;19.25;Medio
2010;Boyacá;15;Betéitiva;15092;44.08;Medio
2010;Boyacá;15;Boavita;15097;18.57;Bajo
2010;Boyacá;15;Boyacá;15104;32.76;Medio
2010;Boyacá;15;Briceño;15106;26.9;Medio
2010;Boyacá;15;Buenavista;15109;43.8;Medio
2010;Boyacá;15;Busbanzá;15114;7.53;Bajo
2010;Boyacá;15;Caldas;15131;36.95;Medio
2010;Boyacá;15;Campohermoso;15135;16.78;Bajo
2010;Boyacá;15;Cerinza;15162;29.09;Medio
2010;Boyacá;15;Chinavita;15172;37.05;Medio
2010;Boyacá;15;Chiquinquirá;15176;20.81;Medio
2010;Boyacá;15;Chiscas;15180;26.84;Medio
2010;Boyacá;15;Chita;15183;30.61;Medio
2010;Boyacá;15;Chitaraque;15185;67.58;Alto
2010;Boyacá;15;Chivatá;15187;36.16;Medio
2010;Boyacá;15;Ciénega;15189;20.94;Medio
2010;Boyacá;15;Cómbita;15204;12.39;Bajo
2010;Boyacá;15;Coper;15212;16.02;Bajo
2010;Boyacá;15;Corrales;15215;34.11;Medio
2010;Boyacá;15;Covarachía;15218;32.42;Medio
2010;Boyacá;15;Cucaita;15224;14.3;Bajo
2010;Boyacá;15;Cuítiva;15226;19.27;Medio
2010;Boyacá;15;Chíquiza;15232;48.82;Medio
2010;Boyacá;15;Chivor;15236;18.94;Bajo
2010;Boyacá;15;Duitama;15238;33.09;Medio
2010;Boyacá;15;El Cocuy;15244;15.13;Bajo
2010;Boyacá;15;El Espino;15248;33.56;Medio
2010;Boyacá;15;Firavitoba;15272;54.23;Alto
2010;Boyacá;15;Floresta;15276;21.95;Medio
2010;Boyacá;15;Gachantivá;15293;37.84;Medio
2010;Boyacá;15;Gameza;15296;40.12;Medio
2010;Boyacá;15;Garagoa;15299;13.37;Bajo
2010;Boyacá;15;Guacamayas;15317;30.46;Medio
2010;Boyacá;15;Guateque;15322;12.65;Bajo
2010;Boyacá;15;Guayatá;15325;32.84;Medio
2010;Boyacá;15;Güicán;15332;32.49;Medio
2010;Boyacá;15;Iza;15362;8.31;Bajo
2010;Boyacá;15;Jenesano;15367;13.12;Bajo
2010;Boyacá;15;Jericó;15368;35.3;Medio
2010;Boyacá;15;Labranzagrande;15377;63.09;Alto
2010;Boyacá;15;La Capilla;15380;41.53;Medio
2010;Boyacá;15;La Victoria;15401;30.56;Medio
2010;Boyacá;15;La Uvita;15403;44.54;Medio
2010;Boyacá;15;Villa de Leyva;15407;18.62;Bajo
2010;Boyacá;15;Macanal;15425;25.19;Medio
2010;Boyacá;15;Maripí;15442;20.34;Medio
2010;Boyacá;15;Miraflores;15455;12.23;Bajo
2010;Boyacá;15;Mongua;15464;28.89;Medio
2010;Boyacá;15;Monguí;15466;44.3;Medio
2010;Boyacá;15;Moniquirá;15469;26.58;Medio
2010;Boyacá;15;Motavita;15476;18.9;Bajo
2010;Boyacá;15;Muzo;15480;19.08;Medio
2010;Boyacá;15;Nobsa;15491;11.32;Bajo
2010;Boyacá;15;Nuevo Colón;15494;27.72;Medio
2010;Boyacá;15;Oicatá;15500;28.04;Medio
2010;Boyacá;15;Otanche;15507;20.39;Medio
2010;Boyacá;15;Pachavita;15511;35.32;Medio
2010;Boyacá;15;Páez;15514;40.01;Medio
2010;Boyacá;15;Paipa;15516;16.78;Bajo
2010;Boyacá;15;Pajarito;15518;36.88;Medio
2010;Boyacá;15;Panqueba;15522;21.02;Medio
2010;Boyacá;15;Pauna;15531;16.78;Bajo
2010;Boyacá;15;Paya;15533;32.63;Medio
2010;Boyacá;15;Paz de Río;15537;11.36;Bajo
2010;Boyacá;15;Pesca;15542;36.26;Medio
2010;Boyacá;15;Pisba;15550;35.2;Medio
2010;Boyacá;15;Puerto Boyacá;15572;12.88;Bajo
2010;Boyacá;15;Quípama;15580;7.09;Bajo
2010;Boyacá;15;Ramiriquí;15599;20.77;Medio
2010;Boyacá;15;Ráquira;15600;33.2;Medio
2010;Boyacá;15;Rondón;15621;70.36;Alto
2010;Boyacá;15;Saboyá;15632;24.48;Medio
2010;Boyacá;15;Sáchica;15638;31.06;Medio
2010;Boyacá;15;Samacá;15646;19.71;Medio
2010;Boyacá;15;San Eduardo;15660;23.51;Medio
2010;Boyacá;15;San José de Pare;15664;31.72;Medio
2010;Boyacá;15;San Luis de Gaceno;15667;19.04;Medio
2010;Boyacá;15;San Mateo;15673;42.66;Medio
2010;Boyacá;15;San Miguel de Sema;15676;24.65;Medio
2010;Boyacá;15;San Pablo de Borbur;15681;34;Medio
2010;Boyacá;15;Santana;15686;65.94;Alto
2010;Boyacá;15;Santa María;15690;22.57;Medio
2010;Boyacá;15;Santa Rosa de Viterbo;15693;24.02;Medio
2010;Boyacá;15;Santa Sofía;15696;43.05;Medio
2010;Boyacá;15;Sativanorte;15720;23.95;Medio
2010;Boyacá;15;Sativasur;15723;37.41;Medio
2010;Boyacá;15;Siachoque;15740;27.05;Medio
2010;Boyacá;15;Soatá;15753;13.77;Bajo
2010;Boyacá;15;Socotá;15755;34.87;Medio
2010;Boyacá;15;Socha;15757;30.22;Medio
2010;Boyacá;15;Sogamoso;15759;13.66;Bajo
2010;Boyacá;15;Somondoco;15761;27.5;Medio
2010;Boyacá;15;Sora;15762;4.71;Bajo
2010;Boyacá;15;Sotaquirá;15763;46.14;Medio
2010;Boyacá;15;Soracá;15764;34.3;Medio
2010;Boyacá;15;Susacón;15774;15.19;Bajo
2010;Boyacá;15;Sutamarchán;15776;58.31;Alto
2010;Boyacá;15;Sutatenza;15778;18.27;Bajo
2010;Boyacá;15;Tasco;15790;32.17;Medio
2010;Boyacá;15;Tenza;15798;31.63;Medio
2010;Boyacá;15;Tibaná;15804;27.6;Medio
2010;Boyacá;15;Tibasosa;15806;7.91;Bajo
2010;Boyacá;15;Tinjacá;15808;34.16;Medio
2010;Boyacá;15;Tipacoque;15810;26.41;Medio
2010;Boyacá;15;Toca;15814;29.96;Medio
2010;Boyacá;15;Togüí;15816;56.75;Alto
2010;Boyacá;15;Tópaga;15820;55.78;Alto
2010;Boyacá;15;Tota;15822;41.42;Medio
2010;Boyacá;15;Tununguá;15832;30.01;Medio
2010;Boyacá;15;Turmequé;15835;55.73;Alto
2010;Boyacá;15;Tuta;15837;25.19;Medio
2010;Boyacá;15;Tutazá;15839;24.14;Medio
2010;Boyacá;15;Umbita;15842;32.29;Medio
2010;Boyacá;15;Ventaquemada;15861;1.93;Bajo
2010;Boyacá;15;Viracachá;15879;37.28;Medio
2010;Boyacá;15;Zetaquira;15897;23.18;Medio
2010;Caldas;17;Manizales;17001;50.85;Medio
2010;Caldas;17;Aguadas;17013;63.29;Alto
2010;Caldas;17;Anserma;17042;48.64;Medio
2010;Caldas;17;Aranzazu;17050;64.47;Alto
2010;Caldas;17;Belalcázar;17088;66.07;Alto
2010;Caldas;17;Chinchiná;17174;36.71;Medio
2010;Caldas;17;Filadelfia;17272;63.07;Alto
2010;Caldas;17;La Dorada;17380;26.35;Medio
2010;Caldas;17;La Merced;17388;59.47;Alto
2010;Caldas;17;Manzanares;17433;65.26;Alto
2010;Caldas;17;Marmato;17442;66.65;Alto
2010;Caldas;17;Marquetalia;17444;67.91;Alto
2010;Caldas;17;Marulanda;17446;45.53;Medio
2010;Caldas;17;Neira;17486;62.39;Alto
2010;Caldas;17;Norcasia;17495;67.54;Alto
2010;Caldas;17;Pácora;17513;46.18;Medio
2010;Caldas;17;Palestina;17524;31.64;Medio
2010;Caldas;17;Pensilvania;17541;66.1;Alto
2010;Caldas;17;Riosucio;17614;65.59;Alto
2010;Caldas;17;Risaralda;17616;67.2;Alto
2010;Caldas;17;Salamina;17653;64.78;Alto
2010;Caldas;17;Samaná;17662;65.65;Alto
2010;Caldas;17;San José;17665;61.96;Alto
2010;Caldas;17;Supía;17777;64.93;Alto
2010;Caldas;17;Victoria;17867;66.56;Alto
2010;Caldas;17;Villamaría;17873;56.33;Alto
2010;Caldas;17;Viterbo;17877;56.6;Alto
2010;Caquetá;18;Florencia;18001;4.72;Bajo
2010;Caquetá;18;Albania;18029;21.4;Medio
2010;Caquetá;18;Belén de Los Andaquies;18094;1.67;Bajo
2010;Caquetá;18;Cartagena del Chairá;18150;10.21;Bajo
2010;Caquetá;18;Curillo;18205;5.73;Bajo
2010;Caquetá;18;El Doncello;18247;3.76;Bajo
2010;Caquetá;18;El Paujil;18256;8.12;Bajo
2010;Caquetá;18;La Montañita;18410;5.42;Bajo
2010;Caquetá;18;Milán;18460;24.24;Medio
2010;Caquetá;18;Morelia;18479;48.92;Medio
2010;Caquetá;18;Puerto Rico;18592;28.19;Medio
2010;Caquetá;18;San José del Fragua;18610;5.05;Bajo
2010;Caquetá;18;San Vicente del Caguán;18753;32.48;Medio
2010;Caquetá;18;Solano;18756;28.21;Medio
2010;Caquetá;18;Solita;18785;32.5;Medio
2010;Caquetá;18;Valparaíso;18860;76.78;Alto
2010;Cauca;19;Popayán;19001;7.91;Bajo
2010;Cauca;19;Almaguer;19022;51.58;Medio
2010;Cauca;19;Argelia;19050;30.73;Medio
2010;Cauca;19;Balboa;19075;12.34;Bajo
2010;Cauca;19;Bolívar;19100;7.94;Bajo
2010;Cauca;19;Buenos Aires;19110;18.58;Bajo
2010;Cauca;19;Cajibío;19130;31.14;Medio
2010;Cauca;19;Caldono;19137;25.01;Medio
2010;Cauca;19;Caloto;19142;16.79;Bajo
2010;Cauca;19;Corinto;19212;2.09;Bajo
2010;Cauca;19;El Tambo;19256;17.29;Bajo
2010;Cauca;19;Florencia;19290;80.44;Alto
2010;Cauca;19;Guachené ;19300;13.28;Bajo
2010;Cauca;19;Guapi;19318;15.96;Bajo
2010;Cauca;19;Inzá;19355;27.07;Medio
2010;Cauca;19;Jambaló;19364;28.11;Medio
2010;Cauca;19;La Sierra;19392;77.33;Alto
2010;Cauca;19;La Vega;19397;83.75;Alto
2010;Cauca;19;López;19418;67.85;Alto
2010;Cauca;19;Mercaderes;19450;29.92;Medio
2010;Cauca;19;Miranda;19455;22.88;Medio
2010;Cauca;19;Morales;19473;0.94;Bajo
2010;Cauca;19;Padilla;19513;9.84;Bajo
2010;Cauca;19;Paez;19517;31.15;Medio
2010;Cauca;19;Patía;19532;12.47;Bajo
2010;Cauca;19;Piamonte;19533;73.05;Alto
2010;Cauca;19;Piendamó;19548;3.8;Bajo
2010;Cauca;19;Puerto Tejada;19573;57.68;Alto
2010;Cauca;19;Puracé;19585;48.88;Medio
2010;Cauca;19;Rosas;19622;30.22;Medio
2010;Cauca;19;San Sebastián;19693;77;Alto
2010;Cauca;19;Santander de Quilichao;19698;7.2;Bajo
2010;Cauca;19;Santa Rosa;19701;54.26;Alto
2010;Cauca;19;Silvia;19743;41.59;Medio
2010;Cauca;19;Sotara;19760;80.11;Alto
2010;Cauca;19;Suárez;19780;6.51;Bajo
2010;Cauca;19;Sucre;19785;90.76;Alto
2010;Cauca;19;Timbío;19807;28.95;Medio
2010;Cauca;19;Timbiquí;19809;67.33;Alto
2010;Cauca;19;Toribio;19821;15.79;Bajo
2010;Cauca;19;Totoró;19824;17.15;Bajo
2010;Cauca;19;Villa Rica;19845;26.87;Medio
2010;Cesar;20;Valledupar;20001;0.61;Bajo
2010;Cesar;20;Aguachica;20011;4.19;Bajo
2010;Cesar;20;Agustín Codazzi;20013;6.89;Bajo
2010;Cesar;20;Astrea;20032;63.26;Alto
2010;Cesar;20;Becerril;20045;30.58;Medio
2010;Cesar;20;Bosconia;20060;45.45;Medio
2010;Cesar;20;Chimichagua;20175;63.24;Alto
2010;Cesar;20;Chiriguaná;20178;34.81;Medio
2010;Cesar;20;Curumaní;20228;0.56;Bajo
2010;Cesar;20;El Copey;20238;1.15;Bajo
2010;Cesar;20;El Paso;20250;37.23;Medio
2010;Cesar;20;Gamarra;20295;46.46;Medio
2010;Cesar;20;González;20310;83.05;Alto
2010;Cesar;20;La Gloria;20383;59.03;Alto
2010;Cesar;20;La Jagua de Ibirico;20400;72.44;Alto
2010;Cesar;20;Manaure;20443;19.215;Medio
2010;Cesar;20;Pailitas;20517;76.35;Alto
2010;Cesar;20;Pelaya;20550;2.08;Bajo
2010;Cesar;20;Pueblo Bello;20570;9.07;Bajo
2010;Cesar;20;Río de Oro;20614;11.25;Bajo
2010;Cesar;20;La Paz;20621;12.79;Bajo
2010;Cesar;20;San Alberto;20710;22.92;Medio
2010;Cesar;20;San Diego;20750;19.97;Medio
2010;Cesar;20;San Martín;20770;0.74;Bajo
2010;Cesar;20;Tamalameque;20787;53.21;Medio
2010;Córdoba;23;Montería;23001;0;Sin información
2010;Córdoba;23;Ayapel;23068;29.65;Medio
2010;Córdoba;23;Canalete;23090;72.57;Alto
2010;Córdoba;23;Cereté;23162;0.58;Bajo
2010;Córdoba;23;Chimá;23168;67.05;Alto
2010;Córdoba;23;Chinú;23182;51.89;Medio
2010;Córdoba;23;Ciénaga de Oro;23189;0;Sin información
2010;Córdoba;23;Cotorra;23300;6.39;Bajo
2010;Córdoba;23;La Apartada;23350;32.94;Medio
2010;Córdoba;23;Lorica;23417;35.71;Medio
2010;Córdoba;23;Los Córdobas;23419;62.21;Alto
2010;Córdoba;23;Momil;23464;85.46;Alto
2010;Córdoba;23;Montelíbano;23466;3.26;Bajo
2010;Córdoba;23;Moñitos;23500;14.72;Bajo
2010;Córdoba;23;Planeta Rica;23555;10.78;Bajo
2010;Córdoba;23;Pueblo Nuevo;23570;16.86;Bajo
2010;Córdoba;23;Puerto Escondido;23574;13.37;Bajo
2010;Córdoba;23;Puerto Libertador;23580;1.45;Bajo
2010;Córdoba;23;Purísima;23586;75.77;Alto
2010;Córdoba;23;Sahagún;23660;0;Sin información
2010;Córdoba;23;San Andrés Sotavento;23670;72.57;Alto
2010;Córdoba;23;San Antero;23672;45.35;Medio
2010;Córdoba;23;San Bernardo del Viento;23675;73.74;Alto
2010;Córdoba;23;San José de Uré;23682;50.38;Medio
2010;Córdoba;23;San Pelayo;23686;23.54;Medio
2010;Córdoba;23;Tierralta;23807;4.94;Bajo
2010;Córdoba;23;Tuchín;23815;68.6;Alto
2010;Córdoba;23;Valencia;23855;25.77;Medio
2010;Cundinamarca;25;Agua de Dios;25001;2.11;Bajo
2010;Cundinamarca;25;Albán;25019;7.2;Bajo
2010;Cundinamarca;25;Anapoima;25035;17.47;Bajo
2010;Cundinamarca;25;Anolaima;25040;9.37;Bajo
2010;Cundinamarca;25;Arbeláez;25053;30.96;Medio
2010;Cundinamarca;25;Beltrán;25086;26.21;Medio
2010;Cundinamarca;25;Bituima;25095;30.43;Medio
2010;Cundinamarca;25;Bojacá;25099;7.75;Bajo
2010;Cundinamarca;25;Cabrera;25120;23.31;Medio
2010;Cundinamarca;25;Cachipay;25123;3.7;Bajo
2010;Cundinamarca;25;Cajicá;25126;1.21;Bajo
2010;Cundinamarca;25;Caparrapí;25148;0.23;Bajo
2010;Cundinamarca;25;Caqueza;25151;4.7;Bajo
2010;Cundinamarca;25;Carmen de Carupa;25154;2.62;Bajo
2010;Cundinamarca;25;Chaguaní;25168;10.78;Bajo
2010;Cundinamarca;25;Chía;25175;1.81;Bajo
2010;Cundinamarca;25;Chipaque;25178;2.69;Bajo
2010;Cundinamarca;25;Choachí;25181;5.68;Bajo
2010;Cundinamarca;25;Chocontá;25183;1.12;Bajo
2010;Cundinamarca;25;Cogua;25200;0.41;Bajo
2010;Cundinamarca;25;Cota;25214;2.41;Bajo
2010;Cundinamarca;25;Cucunubá;25224;3.01;Bajo
2010;Cundinamarca;25;El Colegio;25245;2.58;Bajo
2010;Cundinamarca;25;El Peñón;25258;2.91;Bajo
2010;Cundinamarca;25;El Rosal;25260;1.39;Bajo
2010;Cundinamarca;25;Facatativá;25269;3.01;Bajo
2010;Cundinamarca;25;Fomeque;25279;36.72;Medio
2010;Cundinamarca;25;Fosca;25281;11.8;Bajo
2010;Cundinamarca;25;Funza;25286;1.09;Bajo
2010;Cundinamarca;25;Fúquene;25288;5;Bajo
2010;Cundinamarca;25;Fusagasugá;25290;1.63;Bajo
2010;Cundinamarca;25;Gachala;25293;6.76;Bajo
2010;Cundinamarca;25;Gachancipá;25295;2.16;Bajo
2010;Cundinamarca;25;Gachetá;25297;1.81;Bajo
2010;Cundinamarca;25;Gama;25299;4.58;Bajo
2010;Cundinamarca;25;Girardot;25307;4.63;Bajo
